Gene	fit_value	Predicted_Proximal_APA	Loci	209_1_CP	209_1_VZ	209_2_CP	209_2_VZ	209_3_CP	209_3_VZ	209_4_CP	209_4_VZ	334_1_CP	334_1_VZ	334_2_CP	334_2_VZ	334_3_CP	334_3_VZ	334_4_CP	334_4_VZ	336_1_CP	336_1_VZ	336_2_CP	336_2_VZ	336_3_CP	336_3_VZ	336_4_CP	336_4_VZ
NM_005406.3|ROCK1|chr18|-	1.7	18529888	chr18:18526867-18531348	0.03	0.05	0.01	0.01	0.02	0.04	0.01	0.06	0.02	0.08	0.02	0.06	0.05	0.09	0.05	0.09	0.04	0.04	0.02	0.06	0.08	0.03	NA	0.01
NM_052911.3|ESCO1|chr18|-	0.1	19110300	chr18:19109245-19110451	1	1	1	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	NA	1	NA	1
NM_138340.5|ABHD3|chr18|-	0.2	19231091	chr18:19230862-19231724	1	1	NA	1	1	1	1	1	1	1	1	1	1	0.98	1	0.99	1	0.98	NA	1	NA	0.98	0.94	1
NM_020774.4|MIB1|chr18|+	39.5	19445313	chr18:19444487-19450914	0.64	0.8	0.58	0.56	0.54	0.67	0.8	0.51	0.76	0.55	0.96	0.56	1	0.46	0.84	0.42	0.5	0.63	0.55	0.67	0.53	0.47	0.79	0.69
NM_002894.3|RBBP8|chr18|+	0.1	20606329	chr18:20606106-20606449	NA	1	1	0.96	1	0.95	NA	0.96	NA	0.99	0.9	0.98	NA	0.97	1	1	NA	0.99	NA	0.94	NA	0.98	NA	0.97
NM_018030.4|OSBPL1A|chr18|-	2	21742600	chr18:21742009-21743245	0.78	NA	0.62	NA	0.69	0.79	0.8	NA	0.91	0.47	0.55	0.52	0.56	0.46	0.7	0.8	0.46	0.73	0.39	0.78	0.42	0.62	0.34	0.66
NM_080597.4|OSBPL1A|chr18|-	2	21742600	chr18:21742016-21743245	0.78	NA	0.62	NA	0.69	0.79	0.8	NA	0.91	0.47	0.55	0.52	0.56	0.46	0.7	0.8	0.46	0.73	0.39	0.78	0.42	0.62	0.34	0.67
NM_015461.3|ZNF521|chr18|-	0.7	22642399	chr18:22641888-22642705	0.42	0.58	0.29	0.5	0.53	0.56	0.44	0.45	0.62	0.37	0.67	0.38	0.61	0.34	0.65	0.48	0.42	0.54	NA	0.5	0.4	0.66	0.32	0.57
NM_001308176.2|CDH2|chr18|-	51.8	25531711	chr18:25530930-25532323	0.88	0.93	0.87	0.9	0.87	0.9	0.87	0.91	0.92	0.78	0.89	0.8	0.91	0.81	0.89	0.77	0.86	0.88	0.89	0.9	0.85	0.89	0.89	0.87
NM_001943.5|DSG2|chr18|+	0.6	29127639	chr18:29125684-29128971	NA	0.17	NA	0.06	NA	0.17	NA	NA	NA	0.16	NA	0.23	NA	NA	NA	0.3	NA	0	NA	0.08	NA	0.16	NA	0.31
NM_014939.5|TRAPPC8|chr18|-	107.4	29409904	chr18:29409160-29410952	0.03	0	0	0	0	0	0.02	0	0.01	0	0	0	0	0	0	0	0.03	0.02	0.02	0.02	0	0	0	0
NM_001242409.2|GAREM1|chr18|-	149.1	29848580	chr18:29843485-29848731	1	NA	1	NA	1	NA	1	NA	1	1	1	0.75	1	NA	1	1	1	NA	1	NA	1	NA	1	NA
NM_022751.3|GAREM1|chr18|-	149.1	29848577	chr18:29843485-29848728	1	NA	1	NA	1	NA	1	NA	1	1	1	0.75	1	NA	1	1	1	NA	1	NA	1	NA	1	NA
NM_020805.3|KLHL14|chr18|-	9.6	30253736	chr18:30252636-30254760	0.75	NA	0.78	NA	0.84	NA	0.78	NA	0.72	NA	0.73	NA	0.83	0.57	0.72	NA	0.65	NA	0.48	NA	0.57	NA	0.55	NA
NM_030632.3|ASXL3|chr18|+	250.4	31327377	chr18:31322852-31331159	0.58	0.48	0.75	0.63	0.73	0.43	0.89	NA	0.48	0.36	0.63	0.64	0.85	0.78	0.61	0.52	0.53	0.61	NA	NA	NA	NA	0.64	0.36
NM_001198945.2|DTNA|chr18|+	0.9	32446944	chr18:32446075-32448776	0.21	NA	0.16	NA	0.15	NA	0.12	NA	0.11	NA	0.06	0.08	0.06	NA	0.06	0.07	0.01	0.08	NA	0.14	0.16	NA	0.04	0.04
NM_001386768.1|DTNA|chr18|+	81.3	32467881	chr18:32467730-32471808	1	1	1	NA	1	1	1	1	1	1	1	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	1	1
NM_001386764.1|DTNA|chr18|+	17	32471035	chr18:32470264-32471808	0.31	0.14	0.37	0.15	0.26	0.11	0.32	0.15	0.3	0.22	0.35	0.33	0.32	0.32	0.27	0.32	0.31	0.26	0.34	0.41	0.37	0.34	0.36	0.26
NM_001143826.3|MAPRE2|chr18|+	771	32721820	chr18:32720259-32723434	0.92	0.77	0.88	0.71	0.9	0.72	0.89	0.7	0.89	0.72	0.86	0.63	0.84	0.62	0.83	0.66	0.88	0.74	0.86	0.69	0.85	0.66	0.84	0.67
NM_001384438.1|GALNT1|chr18|+	3.8	33290957	chr18:33289588-33291798	0.74	0.58	0.44	0.57	0.67	0.36	0.72	0.46	0.55	0.36	0.59	0.27	0.61	0.18	0.43	0.41	0.59	0.3	0.27	0.49	0.29	0.51	0.13	0.63
NM_001281739.3|FHOD3|chr18|+	11.6	34359562	chr18:34359411-34359987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001353756.2|CELF4|chr18|-	96.3	34824576	chr18:34823003-34825160	0.13	0.72	0.15	0.71	0.15	NA	0.13	NA	0.13	0.24	0.14	0.27	0.17	0.4	0.15	0.23	0.15	0.19	0.13	0.24	0.21	0.29	0.15	0.43
NR_024391.1|MIR924HG|chr18|-	0.4	36787648	chr18:36786888-36788753	NA	NA	NA	0.83	NA	0.83	NA	NA	NA	0.81	NA	0.82	NA	0.89	NA	0.82	NA	0.82	NA	0.91	NA	0.84	NA	0.86
NM_001308020.2|PIK3C3|chr18|+	37.7	39661360	chr18:39661087-39667794	0.45	0.26	0.49	0.32	0.36	0.38	0.34	0.28	0.38	0.13	0.31	0.12	0.3	0.09	0.25	0.11	0.31	0.09	0.26	0.13	0.24	0.12	0.27	0.14
NM_001379141.1|SETBP1|chr18|+	158.8	42644773	chr18:42643044-42648475	0.7	0.6	0.54	0.62	0.59	0.59	0.85	0.69	0.65	0.32	0.87	0.68	0.74	0.63	0.67	0.64	0.65	0.45	0.84	0.63	0.78	0.64	0.81	0.61
NM_020964.3|EPG5|chr18|-	5.9	43430612	chr18:43427574-43432614	1	NA	NA	NA	1	NA	1	NA	0.97	NA	0.72	1	0.65	0.67	0.97	NA	0.88	NA	NA	NA	NA	NA	NA	0.79
NM_001008239.3|C18orf25|chr18|+	53	43843043	chr18:43842892-43846955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001307986.2|ST8SIA5|chr18|-	2.4	44259205	chr18:44247784-44260473	0.14	0.21	0.12	0.05	NA	NA	NA	0.12	0.02	0.19	0.06	0.09	NA	0.04	NA	0.06	0.1	0.07	0.09	0.09	NA	0.04	0.11	0.08
NM_001324049.2|PIAS2|chr18|-	70.9	44390407	chr18:44383181-44392575	0.05	0.05	0.08	0.04	0.06	0.06	0.05	0.06	0.06	0.08	0.08	0.05	0.05	0.06	0.03	0.07	0.03	0.02	0.07	0.04	0.07	0.08	0.05	0.02
NM_001354038.2|PIAS2|chr18|-	72.1	44390407	chr18:44383181-44392578	0.05	0.05	0.08	0.04	0.06	0.06	0.05	0.06	0.06	0.08	0.08	0.05	0.05	0.06	0.03	0.07	0.03	0.02	0.07	0.04	0.07	0.08	0.05	0.02
NM_001324046.2|PIAS2|chr18|-	70.5	44390407	chr18:44383181-44392549	0.05	0.05	0.08	0.04	0.06	0.06	0.05	0.06	0.06	0.08	0.08	0.06	0.05	0.06	0.03	0.07	0.03	0.02	0.07	0.04	0.07	0.08	0.05	0.02
NM_001324053.2|PIAS2|chr18|-	10.4	44396611	chr18:44395674-44398410	0.29	0.08	0.25	0.25	0.29	0.58	0.57	0.77	0.26	0.38	0.51	0.31	0.29	0.68	0.3	0.37	0.38	0.4	0.31	0.41	0.44	0.36	0.61	0.13
NM_001324055.2|PIAS2|chr18|-	18.2	44407921	chr18:44403249-44408093	0.06	0.06	0.04	0.07	0.05	0.05	0.05	0.05	0.06	0.05	0.05	0.02	0.05	0.02	0.05	0.04	0.04	0.02	0.1	0.04	0.07	0.04	0.04	0.03
NM_001324060.2|PIAS2|chr18|-	0.5	44416319	chr18:44416206-44416480	0	0	0	0	0.01	0.01	0	0.01	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0
NM_016097.5|IER3IP1|chr18|-	1.3	44681414	chr18:44679205-44682603	0.33	0.33	0.31	0.2	0.35	0.19	0.3	0.18	0.42	0.14	0.34	0.11	0.2	0.06	0.31	0.12	0.37	0.22	0.15	0.14	0.27	0.11	0.22	0.15
NM_005901.6|SMAD2|chr18|-	50.1	45366627	chr18:45335328-45368321	0.21	0.07	0.19	0.09	0.16	0.09	0.15	0.08	0.09	0.07	0.13	0.08	0.1	0.08	0.1	0.06	0.17	0.06	0.13	0.08	0.13	0.08	0.12	0.12
NM_001374428.1|DYM|chr18|-	143.6	46569515	chr18:46562757-46570574	0.04	0.03	0.06	0.05	0.04	0.07	0.03	0.06	0.04	0.03	0.04	0.02	0.03	0.02	0.03	0.02	0.05	0.01	0.03	0.03	0.01	0.02	0.02	0.01
NM_006111.3|ACAA2|chr18|-	1.4	47309874	chr18:47308534-47310301	0.44	0.43	0.51	0.31	0.7	0.25	0.38	0.39	0.19	0.11	0.09	0.12	0.21	0.08	0.08	0.08	0.31	0.27	0.38	0.19	0.33	0.23	0.26	0.26
NM_001080467.3|MYO5B|chr18|-	3.3	47352636	chr18:47349159-47352993	0.27	NA	0.35	NA	0.38	NA	0.2	NA	0.2	0.02	0.3	0.34	0.31	0.26	0.18	0.12	0.21	0.16	0.11	NA	0.25	NA	0.33	0.23
NM_018696.3|ELAC1|chr18|+	0.9	48513646	chr18:48512989-48514491	0.8	NA	0.88	NA	0.78	0.83	0.93	NA	0.83	0.64	0.71	0.64	0.73	0.51	0.82	0.62	0.76	0.8	0.32	0.48	0.7	0.77	0.78	0.74
NM_001288981.2|C18orf54|chr18|+	9	51907454	chr18:51904544-51908404	NA	0.69	NA	0.94	NA	0.44	1	0.8	NA	0.56	NA	0.49	NA	1	0.7	0.81	NA	0.56	NA	0.55	NA	NA	NA	0.85
NR_110234.1|C18orf54|chr18|+	9	51907454	chr18:51904544-51908405	NA	0.69	NA	0.93	NA	0.44	0.99	0.79	NA	0.55	NA	0.49	NA	1	0.7	0.81	NA	0.56	NA	0.55	NA	NA	NA	0.84
NM_001348216.2|TCF4|chr18|-	5408.2	52895094	chr18:52889416-52895261	0.39	0.37	0.47	0.37	0.41	0.49	0.43	0.42	0.2	0.19	0.27	0.18	0.26	0.2	0.29	0.19	0.19	0.19	0.2	0.24	0.2	0.17	0.16	0.17
NM_001243232.1|TCF4|chr18|-	5386.8	52895094	chr18:52889562-52895261	0.4	0.37	0.47	0.38	0.41	0.5	0.44	0.43	0.2	0.19	0.28	0.19	0.27	0.2	0.29	0.19	0.19	0.2	0.21	0.25	0.21	0.17	0.16	0.17
NM_001243960.2|NEDD4L|chr18|+	869.2	56065388	chr18:56063399-56068771	0.25	0.31	0.25	0.29	0.22	0.3	0.26	0.29	0.18	0.23	0.26	0.24	0.23	0.29	0.21	0.3	0.18	0.2	0.31	0.31	0.27	0.27	0.24	0.23
NM_001144964.1|NEDD4L|chr18|+	869.2	56065388	chr18:56063399-56068772	0.25	0.31	0.25	0.29	0.22	0.3	0.26	0.29	0.18	0.23	0.26	0.24	0.23	0.29	0.21	0.3	0.18	0.2	0.31	0.31	0.27	0.27	0.24	0.23
NM_005570.4|LMAN1|chr18|-	29.7	56998210	chr18:56995055-56998361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1
NM_133459.4|CCBE1|chr18|-	24.3	57101148	chr18:57098171-57103373	0.07	0	0.08	0.03	0.08	0.05	0.08	0.05	0.06	NA	0.15	NA	0.07	NA	0.09	NA	0.06	NA	0.08	NA	0.06	NA	0.1	NA
NM_001346233.2|RELCH|chr18|+	25.3	59974346	chr18:59972647-59977482	0.03	0.13	0.05	0.12	0.1	0.07	0.03	0.1	0.01	0.03	0.03	0.02	0.08	0.06	0.01	0.04	0.01	0	0.01	0	0.08	0.03	0.02	0.01
NM_194449.4|PHLPP1|chr18|+	4.3	60645646	chr18:60645495-60647666	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	NA	1
NM_004869.4|VPS4B|chr18|-	6	61057486	chr18:61056423-61058309	0.86	0.94	0.89	0.89	0.91	0.98	0.86	0.89	0.92	0.76	0.88	0.82	0.88	0.72	0.92	0.83	0.88	0.85	0.7	0.87	0.74	0.82	0.71	0.91
NM_173630.4|RTTN|chr18|-	0.2	67671045	chr18:67670267-67671472	0	NA	0.36	NA	0.13	NA	0.11	NA	0.07	0	0.09	0.2	0.12	0.12	0.11	0.03	0	NA	NA	NA	NA	0.27	NA	0.07
NM_014177.3|TIMM21|chr18|+	23.3	71826020	chr18:71825611-71827766	0.15	0.13	0.06	0.07	0.13	0.14	0.07	0.12	0.08	0.04	0.07	0.03	0.07	0.06	0.08	0.03	0.1	0.06	0.04	0.07	0.07	0.04	0.07	0.06
NM_001025081.2|MBP|chr18|-	0.3	74692276	chr18:74690789-74692427	1	1	1	1	1	1	1	1	NA	1	NA	1	NA	0.99	NA	1	NA	1	NA	0.99	NA	0.99	1	1
NM_001306085.2|ATP9B|chr18|+	0.2	77137968	chr18:77137247-77138283	0.86	0.94	0.92	0.91	0.89	0.83	0.78	0.86	0.82	0.84	0.91	0.8	NA	0.87	0.84	0.91	0.9	0.86	0.92	0.68	0.83	0.92	1	0.85
NM_004715.5|CTDP1|chr18|+	0.3	77513803	chr18:77513652-77514503	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99	1	1	1	1	1	1	1	1
NM_048368.4|CTDP1|chr18|+	0.9	77514501	chr18:77513652-77516625	0.02	0	0.06	0.09	0	0.08	0.02	0.04	0.02	0.01	0.02	0.01	0.02	0	0.02	0.01	0.08	0.01	0	0	0.06	0.03	0.11	0.01
NM_001202504.1|CTDP1|chr18|+	0.3	77513803	chr18:77513652-77514510	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99	1	1	1	1	1	1	1	1
NM_001037334.2|USP14|chr18|+	977.7	212601	chr18:211133-214520	0.19	0.13	0.19	0.16	0.18	0.11	0.16	0.15	0.19	0.1	0.17	0.07	0.14	0.09	0.15	0.06	0.14	0.14	0.1	0.11	0.16	0.1	0.1	0.09
NM_022840.5|METTL4|chr18|-	0.3	2538138	chr18:2537529-2539144	0.46	0.78	0.64	0.7	0.48	0.63	0.68	0.54	0.61	0.5	0.87	0.39	0.75	0.5	0.65	0.46	0.6	0.62	NA	0.56	0.62	0.63	0.63	0.64
NM_014646.2|LPIN2|chr18|-	42.7	2920284	chr18:2916992-2920435	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001375809.1|LPIN2|chr18|-	42.7	2920284	chr18:2916997-2920435	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001303048.1|MYL12A|chr18|+	0.1	3256122	chr18:3255836-3256235	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.82	0.93	0.86	0.97	0.9	0.9	NA	0.81	0.81	0.87	0.94	0.75	0.85	0.86
NM_006471.4|MYL12A|chr18|+	0.1	3256122	chr18:3255836-3256234	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.82	0.93	0.86	0.97	0.9	0.9	NA	0.82	0.82	0.87	0.94	0.75	0.85	0.86
NM_174886.3|TGIF1|chr18|+	4.8	3458403	chr18:3457363-3459976	NA	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	NA	0	NA	0	NA	0	NA	0	NA	0.02
NM_001145194.2|AKAIN1|chr18|-	20.4	5143684	chr18:5142910-5145754	NA	0.04	NA	0.03	NA	0.03	NA	0.08	0.02	0.03	0.14	0.04	NA	0.04	0.03	0.02	NA	0.03	NA	0.08	NA	0.03	NA	0.05
NR_026849.1|LINC00526|chr18|-	0.4	5237830	chr18:5236723-5238028	NA	NA	1	NA	NA	NA	NA	NA	NA	0.87	0.81	0.85	0.57	0.9	0.99	0.82	1	0.85	NA	0.92	0.78	1	0.83	NA
NM_001243702.2|ZBTB14|chr18|-	15.7	5289810	chr18:5289021-5292203	0.79	0.91	0.84	0.81	0.85	0.75	0.81	0.86	0.88	0.7	0.86	0.76	0.85	0.72	0.86	0.73	0.76	0.82	0.78	0.78	0.81	0.74	0.82	0.81
NR_126040.1|LOC101927188|chr18|+	101.6	6955516	chr18:6955365-6957418	NA	0.22	NA	0.15	NA	0.15	NA	0.14	NA	0.17	NA	0.17	NA	0.17	NA	0.23	NA	0.14	NA	0.19	NA	0.14	NA	0.21
NM_020648.6|TWSG1|chr18|+	7.6	9400787	chr18:9399344-9402418	0.93	0.99	1	1	0.86	0.94	1	1	0.78	0.83	0.94	0.85	1	0.87	0.99	0.88	0.67	0.86	NA	0.9	NA	0.84	0.9	0.73
NM_006788.4|RALBP1|chr18|+	10.9	9537525	chr18:9535669-9538112	0.8	0.83	0.73	0.76	0.73	0.76	0.81	0.8	0.78	0.72	0.77	0.78	0.74	0.77	0.83	0.74	0.81	0.77	0.77	0.81	NA	0.76	0.78	0.76
NM_194434.3|VAPA|chr18|+	6892.4	9954820	chr18:9954050-9960018	0.37	0.37	0.29	0.32	0.28	0.37	0.3	0.34	0.31	0.19	0.23	0.14	0.23	0.13	0.25	0.16	0.19	0.25	0.12	0.16	0.1	0.16	0.15	0.2
NM_003826.3|NAPG|chr18|+	6.9	10551860	chr18:10550074-10552761	1	1	1	1	0.98	0.94	0.98	0.98	0.97	0.96	0.99	0.91	0.97	0.96	0.99	0.84	0.98	0.95	0.99	0.93	0.98	0.95	0.98	0.96
NM_020412.5|CHMP1B|chr18|+	62.9	11853120	chr18:11851412-11854443	0.93	0.87	0.9	0.8	0.86	0.97	0.85	0.85	0.86	0.85	0.72	0.76	0.79	0.72	0.83	0.75	0.84	0.84	0.74	0.75	0.59	0.76	0.71	0.79
NM_006796.3|AFG3L2|chr18|-	130.7	12328994	chr18:12328943-12329145	0.96	0.93	0.98	0.95	0.97	0.97	0.97	0.97	0.96	0.96	0.95	0.96	0.96	0.99	0.96	0.96	0.96	0.95	0.94	0.97	0.96	0.95	0.96	0.95
NM_006553.4|PRELID3A|chr18|+	5.8	12431379	chr18:12431149-12432233	0.96	1	1	0.94	0.97	0.98	1	0.97	0.99	0.98	0.97	0.98	1	1	0.98	0.99	0.97	0.99	1	1	0.94	0.99	1	1
NM_001142406.1|PRELID3A|chr18|+	5.8	12431379	chr18:12431149-12432237	0.96	1	1	0.94	0.97	0.98	1	0.97	0.99	0.98	0.97	0.98	1	1	0.98	0.99	0.97	0.99	1	1	0.94	0.99	1	1
NM_024899.4|CEP76|chr18|-	4.4	12673095	chr18:12672624-12673502	0.42	0.55	0.42	0.43	0.42	0.6	0.49	0.34	0.44	0.33	0.37	0.32	0.34	0.36	0.43	0.47	0.41	0.32	0.38	0.36	0.37	0.21	0.36	0.39
NM_001308287.1|PTPN2|chr18|-	67.4	12793560	chr18:12792301-12794484	0.72	0.86	0.7	0.59	0.75	0.7	0.67	0.51	0.55	0.49	0.6	0.43	0.52	0.65	0.46	0.42	0.5	0.7	0.4	0.55	0.45	0.62	0.41	0.63
NM_001098801.2|FAM210A|chr18|-	3	13665674	chr18:13663346-13666712	0.63	NA	0.57	0.6	0.59	NA	0.46	0.48	0.52	0.69	0.35	0.41	0.66	0.27	0.67	0.52	0.31	0.56	0.76	0.38	0.55	0.64	0.53	0.51
NR_033354.2|ZNF519|chr18|-	1.4	14076207	chr18:14071120-14077525	0.09	NA	0.07	0.02	0.02	0.06	0.06	NA	0.08	0.07	0.13	0.12	0.03	0.12	0.05	0.08	0.09	0.02	0.13	0.07	0.09	0.02	0.05	0.07
NM_145287.4|ZNF519|chr18|-	9.6	14103871	chr18:14099937-14106408	0.14	NA	0.28	0.11	0.15	NA	0.12	NA	0.29	0.28	0.11	0.11	0.23	0.18	0.13	0.27	0.17	0.16	0.09	0.25	0.14	0.15	0.15	0.11
NM_001291916.2|SNRPD1|chr18|+	31	19210203	chr18:19209023-19213481	0.07	0.07	0.04	0.06	0.06	0.05	0.04	0.04	0.03	0.06	0.04	0.04	0.04	0.04	0.04	0.03	0.06	0.04	0.03	0.03	0.04	0.02	0.05	0.03
NM_001348193.2|RIOK3|chr18|+	8.8	21062475	chr18:21061136-21063104	0.61	0.77	0.64	0.54	0.59	0.69	0.56	0.56	0.77	0.58	0.76	0.44	0.7	0.56	0.72	0.51	0.62	0.68	0.55	0.62	0.72	0.65	0.57	0.69
NM_000271.5|NPC1|chr18|-	0.2	21112097	chr18:21111786-21112248	1	1	1	1	1	1	1	1	1	1	0.99	1	1	1	1	0.98	1	1	1	1	1	1	1	1
NM_001308231.2|CABYR|chr18|+	0.3	21739587	chr18:21739436-21740033	1	1	0.99	NA	0.98	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99
NM_001007559.3|SS18|chr18|-	3.4	23597298	chr18:23596217-23598344	1	0.97	1	0.97	1	1	1	0.94	1	0.98	1	0.97	1	0.94	0.96	0.97	0.99	1	1	1	1	0.94	1	0.98
NM_016271.5|RNF138|chr18|+	112.9	29710678	chr18:29709082-29711524	0.43	0.38	0.42	0.29	0.43	0.37	0.39	0.29	0.36	0.22	0.36	0.18	0.34	0.2	0.34	0.2	0.31	0.26	0.25	0.19	0.29	0.24	0.25	0.18
NM_001135178.3|ZNF397|chr18|+	5.9	32826671	chr18:32825226-32829772	0.02	0.03	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.02	0.03	0.01	0.02	0.02	0.03	0.04	0.01	0.03	0.03	0.02	0.02
NM_032347.3|ZNF397|chr18|+	3.1	32838325	chr18:32837892-32839191	0.61	0.59	0.75	0.65	0.59	NA	0.73	NA	0.47	0.45	0.6	0.44	0.63	0.4	0.56	0.48	0.69	0.54	0.64	0.43	0.66	0.53	0.63	0.38
NM_001166012.3|ZSCAN30|chr18|-	10.4	32831823	chr18:32831026-32834345	0.92	0.73	0.91	0.79	0.9	0.74	0.92	0.88	0.93	0.68	0.91	0.79	0.95	0.82	0.94	0.79	0.83	0.84	0.76	0.94	0.88	0.93	0.86	0.88
NR_024566.1|ZNF271P|chr18|+	298.3	32888074	chr18:32885940-32890730	0.12	0.12	0.13	0.11	0.12	0.08	0.13	0.09	0.11	0.1	0.14	0.11	0.09	0.09	0.11	0.1	0.12	0.11	0.08	0.13	0.12	0.13	0.1	0.12
NM_006965.4|ZNF24|chr18|-	335.9	32917197	chr18:32912191-32917734	0.66	0.86	0.87	0.98	0.73	0.85	0.49	0.77	0.47	0.3	0.41	0.17	0.32	0.16	0.43	0.22	0.32	0.46	0.14	0.2	0.13	0.26	0.22	0.4
NM_001308123.2|ZNF24|chr18|-	977.4	32917188	chr18:32912191-32919037	1	1	1	1	NA	1	1	1	1	0.67	0.9	0.46	0.62	0.41	0.97	0.6	0.72	1	0.34	0.5	NA	0.65	0.58	0.95
NM_001303411.2|RPRD1A|chr18|-	32.7	33571815	chr18:33569787-33573263	0.95	0.9	0.94	0.68	0.9	0.79	0.9	0.78	0.9	0.7	0.72	0.6	0.81	0.55	0.88	0.61	0.8	0.75	0.77	0.72	0.76	0.63	0.66	0.69
NM_001303412.2|RPRD1A|chr18|-	0.5	33570142	chr18:33569787-33570558	0.99	1	0.99	0.98	0.97	1	0.97	0.97	1	0.98	1	0.98	0.96	0.99	0.96	1	0.98	0.98	0.99	1	0.98	0.98	0.99	0.98
NM_001303413.2|RPRD1A|chr18|-	53.6	33605490	chr18:33604849-33605641	0.86	0.84	0.83	0.8	0.8	0.85	0.84	0.8	0.86	0.61	0.86	0.46	0.82	0.52	0.85	0.52	0.81	0.77	0.76	0.69	0.76	0.95	0.79	0.72
NM_012319.4|SLC39A6|chr18|-	5.6	33689137	chr18:33688494-33689708	0.67	0.59	0.64	0.6	0.68	0.56	0.62	0.59	0.77	0.52	0.75	0.5	0.73	0.44	0.76	0.5	0.58	0.75	0.54	0.69	0.55	0.74	0.53	0.71
NM_001099406.2|SLC39A6|chr18|-	3.7	33691021	chr18:33690957-33691212	0.01	0.01	0	0.02	0	0.02	0.01	0.01	0	0.01	0.01	0	0	0	0	0.01	0	0	0	0.01	0	0.01	0	0.01
NM_001324468.2|ELP2|chr18|+	455.4	33754611	chr18:33754448-33759964	0.42	0.34	0.38	0.34	0.35	0.36	0.34	0.34	0.33	0.2	0.27	0.14	0.29	0.17	0.31	0.2	0.28	0.25	0.23	0.14	0.26	0.17	0.27	0.21
NM_001271951.2|TPGS2|chr18|-	0.7	34366759	chr18:34366472-34367042	0.6	NA	0.55	NA	0.48	NA	0.43	NA	0.54	0.38	0.57	0.5	0.48	0.33	0.41	0.36	0.47	NA	0.48	0.35	0.32	NA	0.41	0.54
NM_001271953.2|TPGS2|chr18|-	0.2	34366759	chr18:34366536-34366945	0.59	NA	0.54	NA	0.48	NA	0.43	NA	0.51	0.37	0.55	0.49	0.48	0.33	0.4	0.36	0.49	NA	0.45	0.34	0.34	NA	0.44	0.54
NM_015476.4|TPGS2|chr18|-	58	34376034	chr18:34374071-34377013	0.54	0.18	0.43	0.11	0.44	0.13	0.54	0.13	0.44	0.15	0.28	0.13	0.29	0.12	0.37	0.15	0.26	0.09	0.17	0.05	0.2	0.07	0.16	0.08
NM_001271952.2|TPGS2|chr18|-	1.3	34378411	chr18:34377981-34378572	0.18	0.27	0.14	0.28	0.15	0.28	0.11	0.26	0.14	0.25	0.15	0.2	0.16	0.24	0.1	0.2	0.13	0.19	0.11	0.21	0.13	0.17	0.13	0.16
NR_148565.2|KIAA1328|chr18|+	35.1	34465671	chr18:34465520-34466369	0.06	0.04	0.04	0.03	0.06	0.02	0	0.05	0.06	0.03	0.04	0.15	0.18	0.2	0.07	0.09	0.07	0.08	NA	0.08	0.19	0.11	0.06	0.21
NM_020783.4|SYT4|chr18|-	1522.5	40850462	chr18:40847857-40850613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001257335.2|ATP5F1A|chr18|-	52.1	43664115	chr18:43660214-43664329	0	0	0	0	0.01	0	0	0.01	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_138443.4|HAUS1|chr18|+	0	43708192	chr18:43708041-43708299	NA	NA	NA	NA	NA	NA	1	NA	NA	1	0.97	0.99	1	1	1	1	1	1	1	1	1	1	1	1
NR_046357.2|RNF165|chr18|+	3.5	43917171	chr18:43915851-43917614	0.68	0.43	0.66	0.41	0.58	0.61	0.62	0.49	0.68	0.72	0.68	0.61	0.62	0.62	0.74	0.71	0.62	0.56	0.71	0.68	0.66	0.65	0.66	0.62
NM_001318765.2|HDHD2|chr18|-	1.2	44634308	chr18:44633781-44635156	0.99	1	0.99	0.99	0.99	0.97	0.96	0.97	0.96	0.99	0.99	0.99	0.97	0.97	0.94	0.96	0.98	0.99	0.93	0.99	0.98	0.98	0.98	0.98
